"REG","ESS","famille","sexe","type_emploi","nb_poste"
"Bretagne","ESS + Hors ESS","Ensemble","Hommes","Apprentis","12786"
"Bretagne","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","503102"
"Bretagne","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","540"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","Femmes","Aides","9907"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","Femmes","Apprentis","6147"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","387197"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","355"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","Hommes","Aides","7836"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","Hommes","Apprentis","12155"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","380057"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","298"
"Corse","ESS + Hors ESS","Ensemble","Femmes","Aides","810"
"Corse","ESS + Hors ESS","Ensemble","Femmes","Apprentis","636"
"Corse","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","47171"
"Corse","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","23"
"Corse","ESS + Hors ESS","Ensemble","Hommes","Aides","773"
"Corse","ESS + Hors ESS","Ensemble","Hommes","Apprentis","1082"
"Corse","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","52236"
"Corse","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","29"
"Grand-Est","ESS + Hors ESS","Ensemble","Femmes","Aides","24879"
"Grand-Est","ESS + Hors ESS","Ensemble","Femmes","Apprentis","11893"
"Grand-Est","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","823553"
"Grand-Est","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","933"
"Grand-Est","ESS + Hors ESS","Ensemble","Hommes","Aides","19993"
"Grand-Est","ESS + Hors ESS","Ensemble","Hommes","Apprentis","24502"
"Grand-Est","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","829325"
"Grand-Est","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","852"
"Guadeloupe","ESS + Hors ESS","Ensemble","Femmes","Aides","2314"
"Guadeloupe","ESS + Hors ESS","Ensemble","Femmes","Apprentis","469"
"Guadeloupe","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","54904"
"Guadeloupe","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","46"
"Guadeloupe","ESS + Hors ESS","Ensemble","Hommes","Aides","1643"
"Guadeloupe","ESS + Hors ESS","Ensemble","Hommes","Apprentis","517"
"Guadeloupe","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","47607"
"Guadeloupe","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","41"
"Guyane","ESS + Hors ESS","Ensemble","Femmes","Aides","1657"
"Guyane","ESS + Hors ESS","Ensemble","Femmes","Apprentis","168"
"Guyane","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","24120"
"Guyane","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","20"
"Guyane","ESS + Hors ESS","Ensemble","Hommes","Aides","1173"
"Guyane","ESS + Hors ESS","Ensemble","Hommes","Apprentis","228"
"Guyane","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","25987"
"Guyane","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","13"
"Hauts-de-France","ESS + Hors ESS","Ensemble","Femmes","Aides","34245"
"Hauts-de-France","ESS + Hors ESS","Ensemble","Femmes","Apprentis","11279"
"Hauts-de-France","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","836953"
"Hauts-de-France","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","1102"
"Hauts-de-France","ESS + Hors ESS","Ensemble","Hommes","Aides","30040"
"Hauts-de-France","ESS + Hors ESS","Ensemble","Hommes","Apprentis","22061"
"Hauts-de-France","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","907521"
"Hauts-de-France","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","1137"
"Ile-de-France","ESS + Hors ESS","Ensemble","Femmes","Aides","57596"
"Ile-de-France","ESS + Hors ESS","Ensemble","Femmes","Apprentis","34220"
"Ile-de-France","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","2514325"
"Ile-de-France","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","14716"
"Ile-de-France","ESS + Hors ESS","Ensemble","Hommes","Aides","39992"
"Ile-de-France","ESS + Hors ESS","Ensemble","Hommes","Apprentis","47572"
"Ile-de-France","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","2794818"
"Ile-de-France","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","12833"
"La Réunion","ESS + Hors ESS","Ensemble","Femmes","Aides","11709"
"La Réunion","ESS + Hors ESS","Ensemble","Femmes","Apprentis","1304"
"La Réunion","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","94669"
"La Réunion","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","70"
"La Réunion","ESS + Hors ESS","Ensemble","Hommes","Aides","9582"
"La Réunion","ESS + Hors ESS","Ensemble","Hommes","Apprentis","2534"
"La Réunion","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","110707"
"La Réunion","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","42"
"Martinique","ESS + Hors ESS","Ensemble","Femmes","Aides","3195"
"Martinique","ESS + Hors ESS","Ensemble","Femmes","Apprentis","373"
"Martinique","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","57353"
"Martinique","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","27"
"Martinique","ESS + Hors ESS","Ensemble","Hommes","Aides","1928"
"Martinique","ESS + Hors ESS","Ensemble","Hommes","Apprentis","569"
"Martinique","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","50355"
"Martinique","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","19"
"Normandie","ESS + Hors ESS","Ensemble","Femmes","Aides","15886"
"Normandie","ESS + Hors ESS","Ensemble","Femmes","Apprentis","7433"
"Normandie","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","498137"
"Normandie","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","394"
"Normandie","ESS + Hors ESS","Ensemble","Hommes","Aides","12156"
"Normandie","ESS + Hors ESS","Ensemble","Hommes","Apprentis","15285"
"Normandie","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","504792"
"Normandie","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","417"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Femmes","Aides","27237"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Femmes","Apprentis","11140"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","919739"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","913"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Hommes","Aides","21547"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Hommes","Apprentis","23917"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","889456"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","819"
"Occitanie","ESS + Hors ESS","Ensemble","Femmes","Aides","29857"
"Occitanie","ESS + Hors ESS","Ensemble","Femmes","Apprentis","9715"
"Occitanie","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","858642"
"Occitanie","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","874"
"Occitanie","ESS + Hors ESS","Ensemble","Hommes","Aides","21884"
"Occitanie","ESS + Hors ESS","Ensemble","Hommes","Apprentis","21128"
"Occitanie","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","854566"
"Occitanie","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","1036"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Femmes","Aides","15248"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Femmes","Apprentis","8109"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","605462"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","652"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Hommes","Aides","13308"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Hommes","Apprentis","20272"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","621766"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","577"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Femmes","Aides","21932"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Femmes","Apprentis","8554"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Femmes","Ordinaires","787341"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Femmes","Stagiaires","921"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Hommes","Aides","16282"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Hommes","Apprentis","16940"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Hommes","Ordinaires","785367"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Hommes","Stagiaires","902"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Ensemble","Ensemble","295542"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Ensemble","Ensemble","2441798"
"Bourgogne-Franche-Comté","ESS","Ensemble","Ensemble","Ensemble","100831"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Ensemble","Ensemble","773918"
"Bretagne","ESS","Ensemble","Ensemble","Ensemble","148382"
"Bretagne","Hors ESS","Ensemble","Ensemble","Ensemble","915150"
"Centre-Val de Loire","ESS","Ensemble","Ensemble","Ensemble","84622"
"Centre-Val de Loire","Hors ESS","Ensemble","Ensemble","Ensemble","719330"
"Corse","ESS","Ensemble","Ensemble","Ensemble","7813"
"Corse","Hors ESS","Ensemble","Ensemble","Ensemble","94947"
"Grand-Est","ESS","Ensemble","Ensemble","Ensemble","197375"
"Grand-Est","Hors ESS","Ensemble","Ensemble","Ensemble","1538555"
"Guadeloupe","ESS","Ensemble","Ensemble","Ensemble","10575"
"Guadeloupe","Hors ESS","Ensemble","Ensemble","Ensemble","96966"
"Guyane","ESS","Ensemble","Ensemble","Ensemble","4336"
"Guyane","Hors ESS","Ensemble","Ensemble","Ensemble","49030"
"Hauts-de-France","ESS","Ensemble","Ensemble","Ensemble","198818"
"Hauts-de-France","Hors ESS","Ensemble","Ensemble","Ensemble","1645520"
"Ile-de-France","ESS","Ensemble","Ensemble","Ensemble","393725"
"Ile-de-France","Hors ESS","Ensemble","Ensemble","Ensemble","5122347"
"La Réunion","ESS","Ensemble","Ensemble","Ensemble","23377"
"La Réunion","Hors ESS","Ensemble","Ensemble","Ensemble","207240"
"Martinique","ESS","Ensemble","Ensemble","Ensemble","11330"
"Martinique","Hors ESS","Ensemble","Ensemble","Ensemble","102489"
"Normandie","ESS","Ensemble","Ensemble","Ensemble","115512"
"Normandie","Hors ESS","Ensemble","Ensemble","Ensemble","938988"
"Nouvelle-Aquitaine","ESS","Ensemble","Ensemble","Ensemble","220550"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Ensemble","Ensemble","1674218"
"Occitanie","ESS","Ensemble","Ensemble","Ensemble","209314"
"Occitanie","Hors ESS","Ensemble","Ensemble","Ensemble","1588388"
"Pays de la Loire","ESS","Ensemble","Ensemble","Ensemble","162490"
"Pays de la Loire","Hors ESS","Ensemble","Ensemble","Ensemble","1122904"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Ensemble","Ensemble","156058"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Ensemble","Ensemble","1482181"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Ensemble","Aides","21288"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Ensemble","Apprentis","1733"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Ensemble","Ordinaires","271542"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Ensemble","Stagiaires","979"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Ensemble","Aides","43762"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Ensemble","Apprentis","47034"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Ensemble","Ordinaires","2347879"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Ensemble","Stagiaires","3123"
"Bourgogne-Franche-Comté","ESS","Ensemble","Ensemble","Aides","7387"
"Bourgogne-Franche-Comté","ESS","Ensemble","Ensemble","Apprentis","691"
"Bourgogne-Franche-Comté","ESS","Ensemble","Ensemble","Ordinaires","92572"
"Bourgogne-Franche-Comté","ESS","Ensemble","Ensemble","Stagiaires","181"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Ensemble","Aides","13999"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Ensemble","Apprentis","17954"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Ensemble","Ordinaires","741482"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Ensemble","Stagiaires","483"
"Bretagne","ESS","Ensemble","Ensemble","Aides","9284"
"Bretagne","ESS","Ensemble","Ensemble","Apprentis","700"
"Bretagne","ESS","Ensemble","Ensemble","Ordinaires","138016"
"Bretagne","ESS","Ensemble","Ensemble","Stagiaires","382"
"Bretagne","Hors ESS","Ensemble","Ensemble","Aides","16173"
"Bretagne","Hors ESS","Ensemble","Ensemble","Apprentis","17515"
"Bretagne","Hors ESS","Ensemble","Ensemble","Ordinaires","880662"
"Bretagne","Hors ESS","Ensemble","Ensemble","Stagiaires","800"
"Centre-Val de Loire","ESS","Ensemble","Ensemble","Aides","6654"
"Centre-Val de Loire","ESS","Ensemble","Ensemble","Apprentis","784"
"Centre-Val de Loire","ESS","Ensemble","Ensemble","Ordinaires","76984"
"Centre-Val de Loire","ESS","Ensemble","Ensemble","Stagiaires","200"
"Centre-Val de Loire","Hors ESS","Ensemble","Ensemble","Aides","11089"
"Centre-Val de Loire","Hors ESS","Ensemble","Ensemble","Apprentis","17518"
"Centre-Val de Loire","Hors ESS","Ensemble","Ensemble","Ordinaires","690270"
"Centre-Val de Loire","Hors ESS","Ensemble","Ensemble","Stagiaires","453"
"Corse","ESS","Ensemble","Ensemble","Aides","598"
"Corse","ESS","Ensemble","Ensemble","Apprentis","s"
"Corse","ESS","Ensemble","Ensemble","Ordinaires","7157"
"Corse","ESS","Ensemble","Ensemble","Stagiaires","s"
"Corse","Hors ESS","Ensemble","Ensemble","Aides","985"
"Corse","Hors ESS","Ensemble","Ensemble","Apprentis","s"
"Corse","Hors ESS","Ensemble","Ensemble","Ordinaires","92250"
"Corse","Hors ESS","Ensemble","Ensemble","Stagiaires","s"
"Grand-Est","ESS","Ensemble","Ensemble","Aides","17798"
"Grand-Est","ESS","Ensemble","Ensemble","Apprentis","1408"
"Grand-Est","ESS","Ensemble","Ensemble","Ordinaires","177675"
"Grand-Est","ESS","Ensemble","Ensemble","Stagiaires","494"
"Grand-Est","Hors ESS","Ensemble","Ensemble","Aides","27074"
"Grand-Est","Hors ESS","Ensemble","Ensemble","Apprentis","34987"
"Grand-Est","Hors ESS","Ensemble","Ensemble","Ordinaires","1475203"
"Grand-Est","Hors ESS","Ensemble","Ensemble","Stagiaires","1291"
"Guadeloupe","ESS","Ensemble","Ensemble","Aides","1142"
"Guadeloupe","ESS","Ensemble","Ensemble","Apprentis","75"
"Guadeloupe","ESS","Ensemble","Ensemble","Ordinaires","9307"
"Guadeloupe","ESS","Ensemble","Ensemble","Stagiaires","51"
"Guadeloupe","Hors ESS","Ensemble","Ensemble","Aides","2815"
"Guadeloupe","Hors ESS","Ensemble","Ensemble","Apprentis","911"
"Guadeloupe","Hors ESS","Ensemble","Ensemble","Ordinaires","93204"
"Guadeloupe","Hors ESS","Ensemble","Ensemble","Stagiaires","36"
"Guyane","ESS","Ensemble","Ensemble","Aides","719"
"Guyane","ESS","Ensemble","Ensemble","Apprentis","s"
"Guyane","ESS","Ensemble","Ensemble","Ordinaires","3576"
"Guyane","ESS","Ensemble","Ensemble","Stagiaires","s"
"Guyane","Hors ESS","Ensemble","Ensemble","Aides","2111"
"Guyane","Hors ESS","Ensemble","Ensemble","Apprentis","s"
"Guyane","Hors ESS","Ensemble","Ensemble","Ordinaires","46531"
"Guyane","Hors ESS","Ensemble","Ensemble","Stagiaires","s"
"Hauts-de-France","ESS","Ensemble","Ensemble","Aides","22217"
"Hauts-de-France","ESS","Ensemble","Ensemble","Apprentis","1004"
"Hauts-de-France","ESS","Ensemble","Ensemble","Ordinaires","175149"
"Hauts-de-France","ESS","Ensemble","Ensemble","Stagiaires","448"
"Hauts-de-France","Hors ESS","Ensemble","Ensemble","Aides","42068"
"Hauts-de-France","Hors ESS","Ensemble","Ensemble","Apprentis","32336"
"Hauts-de-France","Hors ESS","Ensemble","Ensemble","Ordinaires","1569325"
"Hauts-de-France","Hors ESS","Ensemble","Ensemble","Stagiaires","1791"
"Ile-de-France","ESS","Ensemble","Ensemble","Aides","19191"
"Ile-de-France","ESS","Ensemble","Ensemble","Apprentis","2794"
"Ile-de-France","ESS","Ensemble","Ensemble","Ordinaires","368415"
"Ile-de-France","ESS","Ensemble","Ensemble","Stagiaires","3325"
"Ile-de-France","Hors ESS","Ensemble","Ensemble","Aides","78397"
"Ile-de-France","Hors ESS","Ensemble","Ensemble","Apprentis","78998"
"Ile-de-France","Hors ESS","Ensemble","Ensemble","Ordinaires","4940728"
"Ile-de-France","Hors ESS","Ensemble","Ensemble","Stagiaires","24224"
"La Réunion","ESS","Ensemble","Ensemble","Aides","5193"
"La Réunion","ESS","Ensemble","Ensemble","Apprentis","52"
"La Réunion","ESS","Ensemble","Ensemble","Ordinaires","18102"
"La Réunion","ESS","Ensemble","Ensemble","Stagiaires","30"
"La Réunion","Hors ESS","Ensemble","Ensemble","Aides","16098"
"La Réunion","Hors ESS","Ensemble","Ensemble","Apprentis","3786"
"La Réunion","Hors ESS","Ensemble","Ensemble","Ordinaires","187274"
"La Réunion","Hors ESS","Ensemble","Ensemble","Stagiaires","82"
"Martinique","ESS","Ensemble","Ensemble","Aides","1520"
"Martinique","ESS","Ensemble","Ensemble","Apprentis","s"
"Martinique","ESS","Ensemble","Ensemble","Ordinaires","9790"
"Martinique","ESS","Ensemble","Ensemble","Stagiaires","s"
"Martinique","Hors ESS","Ensemble","Ensemble","Aides","3603"
"Martinique","Hors ESS","Ensemble","Ensemble","Apprentis","s"
"Martinique","Hors ESS","Ensemble","Ensemble","Ordinaires","97918"
"Martinique","Hors ESS","Ensemble","Ensemble","Stagiaires","s"
"Normandie","ESS","Ensemble","Ensemble","Aides","10299"
"Normandie","ESS","Ensemble","Ensemble","Apprentis","468"
"Normandie","ESS","Ensemble","Ensemble","Ordinaires","104515"
"Normandie","ESS","Ensemble","Ensemble","Stagiaires","230"
"Normandie","Hors ESS","Ensemble","Ensemble","Aides","17743"
"Normandie","Hors ESS","Ensemble","Ensemble","Apprentis","22250"
"Normandie","Hors ESS","Ensemble","Ensemble","Ordinaires","898414"
"Normandie","Hors ESS","Ensemble","Ensemble","Stagiaires","581"
"Nouvelle-Aquitaine","ESS","Ensemble","Ensemble","Aides","17642"
"Nouvelle-Aquitaine","ESS","Ensemble","Ensemble","Apprentis","1383"
"Nouvelle-Aquitaine","ESS","Ensemble","Ensemble","Ordinaires","201070"
"Nouvelle-Aquitaine","ESS","Ensemble","Ensemble","Stagiaires","455"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Ensemble","Aides","31142"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Ensemble","Apprentis","33674"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Ensemble","Ordinaires","1608125"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Ensemble","Stagiaires","1277"
"Occitanie","ESS","Ensemble","Ensemble","Aides","16509"
"Occitanie","ESS","Ensemble","Ensemble","Apprentis","1126"
