"DEP","typo_Coop","typo_Coop_det","type_emploi","nb_poste"
"83","Ensemble","Ensemble","Aides","55"
"83","Ensemble","Ensemble","Apprentis","s"
"83","Ensemble","Ensemble","Ordinaires","2850"
"83","Ensemble","Ensemble","Stagiaires","s"
"84","Ensemble","Ensemble","Aides","63"
"84","Ensemble","Ensemble","Apprentis","s"
"84","Ensemble","Ensemble","Ordinaires","2482"
"84","Ensemble","Ensemble","Stagiaires","s"
"85","Ensemble","Ensemble","Aides","s"
"85","Ensemble","Ensemble","Apprentis","113"
"85","Ensemble","Ensemble","Ordinaires","4517"
"85","Ensemble","Ensemble","Stagiaires","s"
"86","Ensemble","Ensemble","Aides","s"
"86","Ensemble","Ensemble","Apprentis","50"
"86","Ensemble","Ensemble","Ordinaires","2884"
"86","Ensemble","Ensemble","Stagiaires","s"
"87","Ensemble","Ensemble","Aides","88"
"87","Ensemble","Ensemble","Apprentis","s"
"87","Ensemble","Ensemble","Ordinaires","2853"
"87","Ensemble","Ensemble","Stagiaires","s"
"88","Ensemble","Ensemble","Aides","s"
"88","Ensemble","Ensemble","Apprentis","35"
"88","Ensemble","Ensemble","Ordinaires","1912"
"88","Ensemble","Ensemble","Stagiaires","s"
"89","Ensemble","Ensemble","Aides","35"
"89","Ensemble","Ensemble","Apprentis","s"
"89","Ensemble","Ensemble","Ordinaires","1918"
"89","Ensemble","Ensemble","Stagiaires","s"
"90","Ensemble","Ensemble","Aides","s"
"90","Ensemble","Ensemble","Apprentis","s"
"90","Ensemble","Ensemble","Ordinaires","275"
"91","Ensemble","Ensemble","Aides","40"
"91","Ensemble","Ensemble","Apprentis","s"
"91","Ensemble","Ensemble","Ordinaires","2351"
"91","Ensemble","Ensemble","Stagiaires","s"
"92","Ensemble","Ensemble","Aides","72"
"92","Ensemble","Ensemble","Apprentis","50"
"92","Ensemble","Ensemble","Ordinaires","3439"
"92","Ensemble","Ensemble","Stagiaires","23"
"93","Ensemble","Ensemble","Aides","83"
"93","Ensemble","Ensemble","Apprentis","110"
"93","Ensemble","Ensemble","Ordinaires","1868"
"93","Ensemble","Ensemble","Stagiaires","13"
"94","Ensemble","Ensemble","Aides","78"
"94","Ensemble","Ensemble","Apprentis","61"
"94","Ensemble","Ensemble","Ordinaires","3096"
"94","Ensemble","Ensemble","Stagiaires","6"
"95","Ensemble","Ensemble","Aides","35"
"95","Ensemble","Ensemble","Apprentis","s"
"95","Ensemble","Ensemble","Ordinaires","1491"
"95","Ensemble","Ensemble","Stagiaires","s"
"971","Ensemble","Ensemble","Aides","s"
"971","Ensemble","Ensemble","Apprentis","s"
"971","Ensemble","Ensemble","Ordinaires","816"
"972","Ensemble","Ensemble","Aides","9"
"972","Ensemble","Ensemble","Apprentis","s"
"972","Ensemble","Ensemble","Ordinaires","934"
"972","Ensemble","Ensemble","Stagiaires","s"
"973","Ensemble","Ensemble","Aides","s"
"973","Ensemble","Ensemble","Apprentis","s"
"973","Ensemble","Ensemble","Ordinaires","153"
"973","Ensemble","Ensemble","Stagiaires","s"
"974","Ensemble","Ensemble","Aides","52"
"974","Ensemble","Ensemble","Apprentis","s"
"974","Ensemble","Ensemble","Ordinaires","2304"
"974","Ensemble","Ensemble","Stagiaires","s"
"1","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1094"
"1","Ensemble","NC","Ensemble","881"
"2","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","823"
"2","Ensemble","NC","Ensemble","1322"
"3","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","745"
"3","Ensemble","NC","Ensemble","729"
"4","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"4","Ensemble","NC","Ensemble","s"
"5","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","275"
"5","Ensemble","NC","Ensemble","334"
"6","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","3077"
"6","Ensemble","NC","Ensemble","378"
"7","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","703"
"7","Ensemble","NC","Ensemble","639"
"8","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","553"
"8","Ensemble","NC","Ensemble","576"
"9","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","292"
"9","Ensemble","NC","Ensemble","378"
"10","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","849"
"10","Ensemble","NC","Ensemble","1192"
"11","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","660"
"11","Ensemble","NC","Ensemble","1508"
"12","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","969"
"12","Ensemble","NC","Ensemble","730"
"13","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"13","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"13","Ensemble","NC","Ensemble","1595"
"14","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"14","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"14","Ensemble","NC","Ensemble","2562"
"15","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","493"
"15","Ensemble","NC","Ensemble","399"
"16","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1121"
"16","Ensemble","NC","Ensemble","1291"
"17","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2066"
"17","Ensemble","NC","Ensemble","2615"
"18","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","798"
"18","Ensemble","NC","Ensemble","464"
"19","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","602"
"19","Ensemble","NC","Ensemble","777"
"21","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2278"
"21","Ensemble","NC","Ensemble","846"
"22","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"22","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"22","Ensemble","NC","Ensemble","4994"
"23","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","265"
"23","Ensemble","NC","Ensemble","228"
"24","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1011"
"24","Ensemble","NC","Ensemble","1143"
"25","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2720"
"25","Ensemble","NC","Ensemble","1153"
"26","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"26","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"26","Ensemble","NC","Ensemble","1636"
"27","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1029"
"27","Ensemble","NC","Ensemble","464"
"28","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1174"
"28","Ensemble","NC","Ensemble","949"
"29","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"29","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","4767"
"29","Ensemble","NC","Ensemble","s"
"2A","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","457"
"2A","Ensemble","NC","Ensemble","56"
"2B","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","83"
"2B","Ensemble","NC","Ensemble","325"
"30","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1660"
"30","Ensemble","NC","Ensemble","1016"
"31","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"31","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"31","Ensemble","NC","Ensemble","1728"
"32","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","592"
"32","Ensemble","NC","Ensemble","1166"
"33","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"33","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"33","Ensemble","NC","Ensemble","3182"
"34","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2703"
"34","Ensemble","NC","Ensemble","2089"
"35","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"35","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"35","Ensemble","NC","Ensemble","3870"
"36","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","594"
"36","Ensemble","NC","Ensemble","387"
"37","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"37","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"37","Ensemble","NC","Ensemble","939"
"38","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","3244"
"38","Ensemble","NC","Ensemble","2002"
"39","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","374"
"39","Ensemble","NC","Ensemble","661"
"40","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1100"
"40","Ensemble","NC","Ensemble","2026"
"41","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","958"
"41","Ensemble","NC","Ensemble","499"
"42","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2361"
"42","Ensemble","NC","Ensemble","1279"
"43","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","656"
"43","Ensemble","NC","Ensemble","413"
"44","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"44","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"44","Ensemble","NC","Ensemble","5375"
"45","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2318"
"45","Ensemble","NC","Ensemble","1993"
"46","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","705"
"46","Ensemble","NC","Ensemble","653"
"47","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","894"
"47","Ensemble","NC","Ensemble","1068"
"48","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","192"
"48","Ensemble","NC","Ensemble","102"
"49","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"49","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"49","Ensemble","NC","Ensemble","3289"
"50","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1095"
"50","Ensemble","NC","Ensemble","2677"
"51","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"51","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"51","Ensemble","NC","Ensemble","4061"
"52","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","326"
"52","Ensemble","NC","Ensemble","275"
"53","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"53","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1224"
"53","Ensemble","NC","Ensemble","s"
"54","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1564"
"54","Ensemble","NC","Ensemble","718"
"55","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","407"
"55","Ensemble","NC","Ensemble","573"
"56","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"56","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"56","Ensemble","NC","Ensemble","2116"
"57","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"57","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"57","Ensemble","NC","Ensemble","1096"
"58","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","617"
"58","Ensemble","NC","Ensemble","399"
"59","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"59","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"59","Ensemble","NC","Ensemble","2607"
"60","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","498"
"60","Ensemble","NC","Ensemble","1145"
"61","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","640"
"61","Ensemble","NC","Ensemble","521"
"62","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2752"
"62","Ensemble","NC","Ensemble","2120"
"63","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2383"
"63","Ensemble","NC","Ensemble","1402"
"64","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"64","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"64","Ensemble","NC","Ensemble","1744"
"65","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","593"
"65","Ensemble","NC","Ensemble","250"
"66","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1672"
"66","Ensemble","NC","Ensemble","1114"
"67","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"67","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"67","Ensemble","NC","Ensemble","s"
"68","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2216"
"68","Ensemble","NC","Ensemble","1916"
"69","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"69","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"69","Ensemble","NC","Ensemble","2191"
"70","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","224"
"70","Ensemble","NC","Ensemble","346"
"71","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1155"
"71","Ensemble","NC","Ensemble","1012"
"72","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1384"
"72","Ensemble","NC","Ensemble","1234"
"73","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1430"
"73","Ensemble","NC","Ensemble","1281"
"74","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2531"
"74","Ensemble","NC","Ensemble","997"
"75","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"75","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"75","Ensemble","NC","Ensemble","3855"
"76","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"76","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"76","Ensemble","NC","Ensemble","s"
"77","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2370"
"77","Ensemble","NC","Ensemble","1020"
"78","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1676"
"78","Ensemble","NC","Ensemble","603"
"79","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","978"
"79","Ensemble","NC","Ensemble","2285"
"80","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2238"
"80","Ensemble","NC","Ensemble","1223"
"81","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1207"
"81","Ensemble","NC","Ensemble","1226"
"82","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","692"
"82","Ensemble","NC","Ensemble","920"
"83","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"83","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"83","Ensemble","NC","Ensemble","741"
"84","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","888"
"84","Ensemble","NC","Ensemble","1693"
"85","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"85","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"85","Ensemble","NC","Ensemble","3298"
"86","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1299"
"86","Ensemble","NC","Ensemble","1672"
"87","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1282"
"87","Ensemble","NC","Ensemble","1709"
"88","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","860"
"88","Ensemble","NC","Ensemble","1105"
"89","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","763"
"89","Ensemble","NC","Ensemble","1216"
"90","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","258"
"90","Ensemble","NC","Ensemble","31"
"91","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1139"
"91","Ensemble","NC","Ensemble","1293"
"92","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"92","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"92","Ensemble","NC","Ensemble","1096"
"93","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","722"
"93","Ensemble","NC","Ensemble","1352"
"94","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","953"
"94","Ensemble","NC","Ensemble","2288"
"95","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"95","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"95","Ensemble","NC","Ensemble","888"
"971","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","707"
"971","Ensemble","NC","Ensemble","133"
"972","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","854"
"972","Ensemble","NC","Ensemble","93"
"973","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","99"
"973","Ensemble","NC","Ensemble","58"
"974","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1052"
"974","Ensemble","NC","Ensemble","1322"
"1","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"1","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
