"DEP","ESS_simp","typo_A","typo_A_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"France entière","ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","44643","40464","166289","142133","4208317113"
"France entière","ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","Tous établissements","4","4",NA,NA,NA
"France entière","ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","4759","1899","184565","159651","6076101195"
"France entière","ESS","SERVICES DIVERS","Ensemble","Tous établissements","28370","21306","263303","242226","7902117401"
"France entière","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","35050","33542","82511","66316","1813163434"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","10537","7019","217272","175925","4396814451"
"France entière","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","81602","59609","597059","568073","34697812641"
"France entière","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","97480","95917","213589","220592","5551367746"
"France entière","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","6195","5504","49721","52881","2034963607"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","23982","20184","101292","86784","2875768607"
"France entière","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","192290","171199","915820","863172","22059071159"
"France entière","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","380407","333935","4375395","4220930","161455260353"
"France entière","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","1488","311",NA,NA,NA
"France entière","Privé Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","Tous établissements","459","308",NA,NA,NA
"France entière","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","76575","69666","374903","333407","10295136391"
"France entière","Privé Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","1022568","804487","7896991","7302189","272459166362"
"France entière","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","12854","11458","69953","65808","2805762277"
"France entière","Public","ACTION SOCIALE (QB)","Ensemble","Tous établissements","8969","5289","373413","334449","9165797745"
"France entière","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","248","28","20167","19555","1168406384"
"France entière","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","302","28",NA,NA,NA
"France entière","Public","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","956","312","35553","34888","1242183084"
"France entière","Public","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","56282","9378","1236329","1149403","41407262660"
"France entière","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","1365","150","14823","14295","348168515"
"France entière","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","5023","4014","44560","42750","1343878810"
"France entière","Public","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","8","3",NA,NA,NA
"France entière","Public","SANTE HUMAINE (QA)","Ensemble","Tous établissements","2613","865","1065545","978802","33031176061"
"France entière","Public","SERVICES DIVERS","Ensemble","Tous établissements","65640","45028","2878883","2673344","89128425763"
"France entière","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","619","171","6356","6242","177178019"
"France entière","ESS","ACTION SOCIALE (QB)","Ensemble","1 - Micro entreprise","13225","7373","49562","50774","1391926516"
"France entière","ESS","ACTION SOCIALE (QB)","Ensemble","2 - Petites entreprises","14267","6586","342464","278798","7567523854"
"France entière","ESS","ACTION SOCIALE (QB)","Ensemble","3 - Moyennes entreprises","5741","2241","483921","405010","9885695531"
"France entière","ESS","ACTION SOCIALE (QB)","Ensemble","4 - Grandes entreprises","180","110","74927","59126","1360797723"
"France entière","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1 - Micro entreprise","12724","1648","47224","48439","2089269187"
"France entière","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","2 - Petites entreprises","2527","360","41887","39523","1812259601"
"France entière","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3 - Moyennes entreprises","391","85",NA,NA,NA
"France entière","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4 - Grandes entreprises","181","67",NA,NA,NA
"France entière","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1 - Micro entreprise","1165","1075",NA,NA,NA
"France entière","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2 - Petites entreprises","205","148",NA,NA,NA
"France entière","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3 - Moyennes entreprises","50","29","3892","3180","98902079"
"France entière","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4 - Grandes entreprises","1","1",NA,NA,NA
"France entière","ESS","ARTS SPECTACLES (RZ1)","Ensemble","1 - Micro entreprise","20791","19833","16583","21965","671686103"
"France entière","ESS","ARTS SPECTACLES (RZ1)","Ensemble","2 - Petites entreprises","685","639","12640","12073","388771150"
"France entière","ESS","ARTS SPECTACLES (RZ1)","Ensemble","3 - Moyennes entreprises","39","38",NA,NA,NA
"France entière","ESS","ARTS SPECTACLES (RZ1)","Ensemble","4 - Grandes entreprises","1","1",NA,NA,NA
"France entière","ESS","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","12596","10641","33085","29562","877214490"
"France entière","ESS","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","6228","4172","137061","118462","3822477917"
"France entière","ESS","ENSEIGNEMENT (PZ)","Ensemble","3 - Moyennes entreprises","1525","1125","132277","117905","4188878228"
"France entière","ESS","ENSEIGNEMENT (PZ)","Ensemble","4 - Grandes entreprises","39","34","15257","13937","598729191"
"France entière","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","2710","1757","7842","9560","243341864"
"France entière","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","664","398",NA,NA,NA
"France entière","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3 - Moyennes entreprises","41","24",NA,NA,NA
"France entière","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","4 - Grandes entreprises","1","0",NA,NA,NA
"France entière","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","1 - Micro entreprise","1565","1354","5599","5953","193179103"
"France entière","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","2 - Petites entreprises","803","629","17803","16692","538867429"
"France entière","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","3 - Moyennes entreprises","186","131","18349","16943","614677717"
"France entière","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","4 - Grandes entreprises","22","12","10711","10105","351953826"
"France entière","ESS","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","40737","37225","69463","61914","1807754887"
"France entière","ESS","NON-CLASSES (94.99Z)","Ensemble","2 - Petites entreprises","3574","2986","65248","53378","1609851623"
"France entière","ESS","NON-CLASSES (94.99Z)","Ensemble","3 - Moyennes entreprises","318","242","26529","21790",NA
"France entière","ESS","NON-CLASSES (94.99Z)","Ensemble","4 - Grandes entreprises","14","11","5049","5051",NA
"France entière","ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","1 - Micro entreprise","4","4",NA,NA,NA
"France entière","ESS","SANTE HUMAINE (QA)","Ensemble","1 - Micro entreprise","2133","773","8574","7926","331553991"
"France entière","ESS","SANTE HUMAINE (QA)","Ensemble","2 - Petites entreprises","1955","805","40387","32540","1294702776"
"France entière","ESS","SANTE HUMAINE (QA)","Ensemble","3 - Moyennes entreprises","535","246","56402","48388","1775457646"
"France entière","ESS","SANTE HUMAINE (QA)","Ensemble","4 - Grandes entreprises","136","75","79202","70797","2674386782"
"France entière","ESS","SERVICES DIVERS","Ensemble","1 - Micro entreprise","22915","17539","53605","56061","1740161587"
"France entière","ESS","SERVICES DIVERS","Ensemble","2 - Petites entreprises","4465","3019","93228","83356","2675810913"
"France entière","ESS","SERVICES DIVERS","Ensemble","3 - Moyennes entreprises","912","691","83247","73372","2394998878"
"France entière","ESS","SERVICES DIVERS","Ensemble","4 - Grandes entreprises","78","57","33223","29437","1091146023"
"France entière","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","1 - Micro entreprise","33515","32196","42087","34442","838932455"
"France entière","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","2 - Petites entreprises","1418","1256","26262","20947","583666651"
"France entière","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","3 - Moyennes entreprises","109","85",NA,NA,NA
"France entière","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","4 - Grandes entreprises","8","5",NA,NA,NA
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","1 - Micro entreprise","5297","3452","19351","18080","407974045"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","2 - Petites entreprises","3743","2563","92615","71304","1711493914"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","3 - Moyennes entreprises","1487","999","101602","83428","2202883114"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","4 - Grandes entreprises","10","5","3704","3114","74463378"
"France entière","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1 - Micro entreprise","73816","55824","178543","169971","8563108167"
"France entière","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","2 - Petites entreprises","6424","3258","117116","109550","6544261620"
"France entière","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3 - Moyennes entreprises","1070","414","109787","105861","6848819760"
"France entière","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4 - Grandes entreprises","292","113","191613","182691","12741623094"
"France entière","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1 - Micro entreprise","94349","92969","142775","147827","3434703723"
"France entière","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2 - Petites entreprises","2943","2789","51905","53648","1484812692"
"France entière","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3 - Moyennes entreprises","179","152","16023","16302","542874552"
"France entière","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4 - Grandes entreprises","9","7","2886","2815","88976779"
"France entière","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","1 - Micro entreprise","5197","4677",NA,NA,NA
"France entière","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","2 - Petites entreprises","798","648","16847","17560","658953697"
"France entière","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","3 - Moyennes entreprises","184","167","16516","16002","597956039"
"France entière","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","4 - Grandes entreprises","16","12",NA,NA,NA
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","21814","18575","46925","42993","1214875066"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","1985","1467","36959","30023","1063513366"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","3 - Moyennes entreprises","176","138","14982","11651","491561094"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","4 - Grandes entreprises","7","4","2426","2117","105819081"
"France entière","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","170254","154094","401621","407980","9693323002"
"France entière","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","20540","16077","373366","331401","8667321984"
"France entière","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3 - Moyennes entreprises","1424","984","109205","94230","2688757510"
"France entière","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","4 - Grandes entreprises","72","44","31628","29561","1009668663"
"France entière","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","1 - Micro entreprise","305811","277151","814276","818979","23066186507"
"France entière","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","2 - Petites entreprises","60646","48306","1218201","1155464","39295054782"
"France entière","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","3 - Moyennes entreprises","12030","7413","1221261","1165183","46017761519"
"France entière","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","4 - Grandes entreprises","1920","1065","1121657","1081304","53076257545"
"France entière","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","1389","271",NA,NA,NA
"France entière","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","2 - Petites entreprises","71","33",NA,NA,NA
"France entière","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","3 - Moyennes entreprises","22","7",NA,NA,NA
"France entière","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","4 - Grandes entreprises","6","0",NA,NA,"108882028"
"France entière","Privé Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","1 - Micro entreprise","307","191",NA,NA,NA
