"","EPCI","jurid1","nb_etab","non_annexe","eff_EQTP","rem_brut","dep_epci","nom_complet"
"286",200023794,"3-MUTUELLES",3,"9","7.5","365734","33","CC de Blaye"
"287",200023794,"4-ESS",63,"344","313.91","10107421","33","CC de Blaye"
"288",200023794,"5-HORS ESS",618,"3652","3397.76","100256124","33","CC de Blaye"
"289",200023794,"5A-PUBLIC",65,"1427","1332.2","42997788","33","CC de Blaye"
"290",200023794,"5B-PRIVE",553,"2225","2065.56","57258336","33","CC de Blaye"
"291",200023794,"6-TOTAL",681,"3996","3711.67","110363545","33","CC de Blaye"
"292",200023919,"1-ASSO+FOND",41,"171","152.92","4468124","77","CC Gâtinais Val de Loing"
"293",200023919,"1A-ASSOCIATIONS",41,"171","152.92","4468124","77","CC Gâtinais Val de Loing"
"294",200023919,"2-COOPERATIVES",12,"101","97.98","3566299","77","CC Gâtinais Val de Loing"
"295",200023919,"4-ESS",53,"272","250.9","8034423","77","CC Gâtinais Val de Loing"
"296",200023919,"5-HORS ESS",455,"2547","2343.56","71754022","77","CC Gâtinais Val de Loing"
"297",200023919,"5A-PUBLIC",65,"763","689.57","20241848","77","CC Gâtinais Val de Loing"
"298",200023919,"5B-PRIVE",390,"1784","1653.99","51512174","77","CC Gâtinais Val de Loing"
"299",200023919,"6-TOTAL",508,"2819","2594.46","79788445","77","CC Gâtinais Val de Loing"
"300",200026573,"1-ASSO+FOND",62,"462","425.07","10697846","39","CC Haut-Jura Saint-Claude"
"301",200026573,"1A-ASSOCIATIONS",62,"462","425.07","10697846","39","CC Haut-Jura Saint-Claude"
"302",200026573,"2-COOPERATIVES",8,"36","36.98","1530418","39","CC Haut-Jura Saint-Claude"
"303",200026573,"3-MUTUELLES",9,"55","49.1","1754000","39","CC Haut-Jura Saint-Claude"
"304",200026573,"4-ESS",79,"553","511.15","13982264","39","CC Haut-Jura Saint-Claude"
"305",200026573,"5-HORS ESS",676,"5847","5538.14","188504667","39","CC Haut-Jura Saint-Claude"
"306",200026573,"5A-PUBLIC",90,"1592","1501.99","48198457","39","CC Haut-Jura Saint-Claude"
"307",200026573,"5B-PRIVE",586,"4255","4036.15","140306210","39","CC Haut-Jura Saint-Claude"
"308",200026573,"6-TOTAL",755,"6400","6049.29","202486931","39","CC Haut-Jura Saint-Claude"
"309",200027027,"1-ASSO+FOND",79,"466","424.32","12950682","56","CC Arc Sud Bretagne"
"310",200027027,"1A-ASSOCIATIONS",79,"466","424.32","12950682","56","CC Arc Sud Bretagne"
"311",200027027,"2-COOPERATIVES",14,"33","35.19","1455361","56","CC Arc Sud Bretagne"
"312",200027027,"4-ESS",93,"499","459.51","14406043","56","CC Arc Sud Bretagne"
"313",200027027,"5-HORS ESS",883,"5206","5000.21","141949468","56","CC Arc Sud Bretagne"
"314",200027027,"5A-PUBLIC",36,"867","777.33","21185573","56","CC Arc Sud Bretagne"
"315",200027027,"5B-PRIVE",847,"4339","4222.88","120763895","56","CC Arc Sud Bretagne"
"316",200027027,"6-TOTAL",976,"5705","5459.72","156355511","56","CC Arc Sud Bretagne"
"317",200027076,"1-ASSO+FOND",17,"135","118.32","3250302","18","CC Arnon Boischaut Cher"
"318",200027076,"1A-ASSOCIATIONS",17,"135","118.32","3250302","18","CC Arnon Boischaut Cher"
"319",200027076,"2-COOPERATIVES",5,"20","20.59","788467","18","CC Arnon Boischaut Cher"
"320",200027076,"4-ESS",22,"155","138.91","4038769","18","CC Arnon Boischaut Cher"
"321",200027076,"5-HORS ESS",189,"1049","962.36","28305530","18","CC Arnon Boischaut Cher"
"322",200027076,"5A-PUBLIC",35,"281","247.1","6576284","18","CC Arnon Boischaut Cher"
"323",200027076,"5B-PRIVE",154,"768","715.26","21729246","18","CC Arnon Boischaut Cher"
"324",200027076,"6-TOTAL",211,"1204","1101.27","32344299","18","CC Arnon Boischaut Cher"
"325",200027100,"1-ASSO+FOND",100,"678","620.95","16757432","83","CC Méditerranée Porte des Maures"
"326",200027100,"1A-ASSOCIATIONS",98,"s","s","s","83","CC Méditerranée Porte des Maures"
"327",200027100,"1B-FONDATIONS",2,"s","s","s","83","CC Méditerranée Porte des Maures"
"328",200027100,"2-COOPERATIVES",18,"105","110.33","4679777","83","CC Méditerranée Porte des Maures"
"329",200027100,"4-ESS",118,"783","731.28","21437209","83","CC Méditerranée Porte des Maures"
"330",200027100,"5-HORS ESS",1941,"8797","9272.15","280732216","83","CC Méditerranée Porte des Maures"
"331",200027100,"5A-PUBLIC",53,"2769","2644","83441087","83","CC Méditerranée Porte des Maures"
"332",200027100,"5B-PRIVE",1888,"6028","6628.15","197291129","83","CC Méditerranée Porte des Maures"
"333",200027100,"6-TOTAL",2059,"9580","10003.43","302169425","83","CC Méditerranée Porte des Maures"
"334",200027217,"1-ASSO+FOND",71,"358","328.56","9229623","24","CC Sarlat-Périgord Noir"
"335",200027217,"1A-ASSOCIATIONS",71,"358","328.56","9229623","24","CC Sarlat-Périgord Noir"
"336",200027217,"2-COOPERATIVES",10,"s","s","s","24","CC Sarlat-Périgord Noir"
"337",200027217,"3-MUTUELLES",1,"s","s","s","24","CC Sarlat-Périgord Noir"
"338",200027217,"4-ESS",82,"453","421.6","13326454","24","CC Sarlat-Périgord Noir"
"339",200027217,"5-HORS ESS",975,"5133","5245.69","155289350","24","CC Sarlat-Périgord Noir"
"340",200027217,"5A-PUBLIC",55,"1667","1606.42","52848915","24","CC Sarlat-Périgord Noir"
"341",200027217,"5B-PRIVE",920,"3466","3639.27","102440435","24","CC Sarlat-Périgord Noir"
"342",200027217,"6-TOTAL",1057,"5586","5667.29","168615804","24","CC Sarlat-Périgord Noir"
"343",200027308,"1-ASSO+FOND",26,"s","s","s","52","CC d'Auberive Vingeanne et Montsaugeonnais"
"344",200027308,"1A-ASSOCIATIONS",26,"s","s","s","52","CC d'Auberive Vingeanne et Montsaugeonnais"
"345",200027308,"2-COOPERATIVES",2,"s","s","s","52","CC d'Auberive Vingeanne et Montsaugeonnais"
"346",200027308,"4-ESS",28,"242","212.97","5432813","52","CC d'Auberive Vingeanne et Montsaugeonnais"
"347",200027308,"5-HORS ESS",277,"1161","1087.35","31366800","52","CC d'Auberive Vingeanne et Montsaugeonnais"
"348",200027308,"5A-PUBLIC",71,"219","185.01","5316526","52","CC d'Auberive Vingeanne et Montsaugeonnais"
"349",200027308,"5B-PRIVE",206,"942","902.34","26050274","52","CC d'Auberive Vingeanne et Montsaugeonnais"
"350",200027308,"6-TOTAL",305,"1403","1300.32","36799613","52","CC d'Auberive Vingeanne et Montsaugeonnais"
"351",200027548,"1-ASSO+FOND",55,"s","s","s","973","CC des Savanes"
"352",200027548,"1A-ASSOCIATIONS",55,"s","s","s","973","CC des Savanes"
"353",200027548,"2-COOPERATIVES",1,"s","s","s","973","CC des Savanes"
"354",200027548,"4-ESS",56,"440","426.03","12796605","973","CC des Savanes"
"355",200027548,"5-HORS ESS",637,"7089","6779.84","302531452","973","CC des Savanes"
"356",200027548,"5A-PUBLIC",57,"3090","2862.5","127794579","973","CC des Savanes"
"357",200027548,"5B-PRIVE",580,"3999","3917.34","174736873","973","CC des Savanes"
"358",200027548,"6-TOTAL",693,"7529","7205.87","315328057","973","CC des Savanes"
"359",200029734,"1-ASSO+FOND",43,"427","375.53","9108262","16","CC des 4B Sud Charente"
"360",200029734,"1A-ASSOCIATIONS",43,"427","375.53","9108262","16","CC des 4B Sud Charente"
"361",200029734,"2-COOPERATIVES",12,"55","49.63","2048827","16","CC des 4B Sud Charente"
"362",200029734,"3-MUTUELLES",3,"10","7.98","389904","16","CC des 4B Sud Charente"
"363",200029734,"4-ESS",58,"492","433.14","11546993","16","CC des 4B Sud Charente"
"364",200029734,"5-HORS ESS",780,"4647","4319.93","126845717","16","CC des 4B Sud Charente"
"365",200029734,"5A-PUBLIC",88,"1399","1277.14","39326338","16","CC des 4B Sud Charente"
"366",200029734,"5B-PRIVE",692,"3248","3042.79","87519379","16","CC des 4B Sud Charente"
"367",200029734,"6-TOTAL",838,"5139","4753.07","138392710","16","CC des 4B Sud Charente"
"368",200029999,"1-ASSO+FOND",23,"136","102.88","3144484","01","CC Rives de l'Ain - Pays du Cerdon"
"369",200029999,"1A-ASSOCIATIONS",23,"136","102.88","3144484","01","CC Rives de l'Ain - Pays du Cerdon"
"370",200029999,"2-COOPERATIVES",4,"28","27.63","1101863","01","CC Rives de l'Ain - Pays du Cerdon"
"371",200029999,"4-ESS",27,"164","130.51","4246347","01","CC Rives de l'Ain - Pays du Cerdon"
"372",200029999,"5-HORS ESS",346,"2470","2259.29","69140055","01","CC Rives de l'Ain - Pays du Cerdon"
"373",200029999,"5A-PUBLIC",35,"464","431.87","12555764","01","CC Rives de l'Ain - Pays du Cerdon"
"374",200029999,"5B-PRIVE",311,"2006","1827.42","56584291","01","CC Rives de l'Ain - Pays du Cerdon"
"375",200029999,"6-TOTAL",373,"2634","2389.8","73386402","01","CC Rives de l'Ain - Pays du Cerdon"
"376",200030435,"1-ASSO+FOND",61,"333","296.26","9673524","40","CC d'Aire-sur-l'Adour"
"377",200030435,"1A-ASSOCIATIONS",60,"s","s","s","40","CC d'Aire-sur-l'Adour"
"378",200030435,"1B-FONDATIONS",1,"s","s","s","40","CC d'Aire-sur-l'Adour"
"379",200030435,"2-COOPERATIVES",16,"s","s","s","40","CC d'Aire-sur-l'Adour"
"380",200030435,"3-MUTUELLES",2,"s","s","s","40","CC d'Aire-sur-l'Adour"
"381",200030435,"4-ESS",79,"747","710.62","27438788","40","CC d'Aire-sur-l'Adour"
"382",200030435,"5-HORS ESS",544,"3269","3099.75","90781502","40","CC d'Aire-sur-l'Adour"
"383",200030435,"5A-PUBLIC",49,"670","617.57","19019933","40","CC d'Aire-sur-l'Adour"
"384",200030435,"5B-PRIVE",495,"2599","2482.18","71761569","40","CC d'Aire-sur-l'Adour"
"385",200030435,"6-TOTAL",623,"4016","3810.37","118220290","40","CC d'Aire-sur-l'Adour"
"386",200030526,"1-ASSO+FOND",26,"244","197.01","5476426","67","CC du Ried de Marckolsheim"
"387",200030526,"1A-ASSOCIATIONS",23,"64","46.45","1289825","67","CC du Ried de Marckolsheim"
"388",200030526,"1B-FONDATIONS",3,"180","150.56","4186601","67","CC du Ried de Marckolsheim"
"389",200030526,"2-COOPERATIVES",14,"52","43.3","1898886","67","CC du Ried de Marckolsheim"
"390",200030526,"4-ESS",40,"296","240.31","7375312","67","CC du Ried de Marckolsheim"
"391",200030526,"5-HORS ESS",449,"3149","2964.9","106648497","67","CC du Ried de Marckolsheim"
"392",200030526,"5A-PUBLIC",50,"544","484.37","14888144","67","CC du Ried de Marckolsheim"
"393",200030526,"5B-PRIVE",399,"2605","2480.53","91760353","67","CC du Ried de Marckolsheim"
"394",200030526,"6-TOTAL",489,"3445","3205.21","114023809","67","CC du Ried de Marckolsheim"
"395",200030658,"1-ASSO+FOND",70,"245","204.8","5552106","38","CC du Trièves"
"396",200030658,"1A-ASSOCIATIONS",70,"245","204.8","5552106","38","CC du Trièves"
"397",200030658,"2-COOPERATIVES",6,"44","38.64","1553627","38","CC du Trièves"
"398",200030658,"4-ESS",76,"289","243.44","7105733","38","CC du Trièves"
"399",200030658,"5-HORS ESS",330,"1261","1154.83","32668503","38","CC du Trièves"
"400",200030658,"5A-PUBLIC",57,"533","467.87","13136710","38","CC du Trièves"
"401",200030658,"5B-PRIVE",273,"728","686.96","19531793","38","CC du Trièves"
"402",200030658,"6-TOTAL",406,"1550","1398.27","39774236","38","CC du Trièves"
"403",200032514,"1-ASSO+FOND",6,"7","s","s","18","CC Berry-Loire-Vauvise"
"404",200032514,"1A-ASSOCIATIONS",6,"7","s","s","18","CC Berry-Loire-Vauvise"
"405",200032514,"2-COOPERATIVES",2,"s","s","s","18","CC Berry-Loire-Vauvise"
"406",200032514,"4-ESS",8,"30","27.85","1109625","18","CC Berry-Loire-Vauvise"
"407",200032514,"5-HORS ESS",135,"543","523.54","17362110","18","CC Berry-Loire-Vauvise"
"408",200032514,"5A-PUBLIC",31,"160","142.66","4038562","18","CC Berry-Loire-Vauvise"
"409",200032514,"5B-PRIVE",104,"383","380.88","13323548","18","CC Berry-Loire-Vauvise"
"410",200032514,"6-TOTAL",143,"573","551.39","18471735","18","CC Berry-Loire-Vauvise"
"411",200033090,"1-ASSO+FOND",46,"s","s","s","77","CC Plaines et Monts de France"
"412",200033090,"1A-ASSOCIATIONS",46,"s","s","s","77","CC Plaines et Monts de France"
"413",200033090,"2-COOPERATIVES",1,"s","s","s","77","CC Plaines et Monts de France"
"414",200033090,"4-ESS",47,"71","63.85","1913252","77","CC Plaines et Monts de France"
"415",200033090,"5-HORS ESS",495,"3007","2877.21","97228353","77","CC Plaines et Monts de France"
"416",200033090,"5A-PUBLIC",48,"576","529.52","15272133","77","CC Plaines et Monts de France"
"417",200033090,"5B-PRIVE",447,"2431","2347.69","81956220","77","CC Plaines et Monts de France"
"418",200033090,"6-TOTAL",542,"3078","2941.06","99141605","77","CC Plaines et Monts de France"
"419",200033116,"1-ASSO+FOND",104,"1270","1123.49","31387801","74","CC Cluses-Arve et Montagnes"
"420",200033116,"1A-ASSOCIATIONS",104,"1270","1123.49","31387801","74","CC Cluses-Arve et Montagnes"
"421",200033116,"2-COOPERATIVES",15,"138","133.32","5615543","74","CC Cluses-Arve et Montagnes"
"422",200033116,"3-MUTUELLES",10,"35","32","1407493","74","CC Cluses-Arve et Montagnes"
"423",200033116,"4-ESS",129,"1443","1288.81","38410837","74","CC Cluses-Arve et Montagnes"
"424",200033116,"5-HORS ESS",1807,"17145","16098.26","627515627","74","CC Cluses-Arve et Montagnes"
"425",200033116,"5A-PUBLIC",65,"2112","1987.55","62279816","74","CC Cluses-Arve et Montagnes"
"426",200033116,"5B-PRIVE",1742,"15033","14110.71","565235811","74","CC Cluses-Arve et Montagnes"
"427",200033116,"6-TOTAL",1936,"18588","17387.07","665926464","74","CC Cluses-Arve et Montagnes"
"428",200033173,"1-ASSO+FOND",70,"786","680.79","20606291","78","CC de la Haute Vallée de Chevreuse"
"429",200033173,"1A-ASSOCIATIONS",65,"594","501.05","14353322","78","CC de la Haute Vallée de Chevreuse"
"430",200033173,"1B-FONDATIONS",5,"192","179.74","6252969","78","CC de la Haute Vallée de Chevreuse"
"431",200033173,"2-COOPERATIVES",6,"27","26.21","1178324","78","CC de la Haute Vallée de Chevreuse"
"432",200033173,"4-ESS",76,"813","707","21784615","78","CC de la Haute Vallée de Chevreuse"
"433",200033173,"5-HORS ESS",491,"3813","3497.85","131374047","78","CC de la Haute Vallée de Chevreuse"
"434",200033173,"5A-PUBLIC",40,"892","822.17","27716193","78","CC de la Haute Vallée de Chevreuse"
"435",200033173,"5B-PRIVE",451,"2921","2675.68","103657854","78","CC de la Haute Vallée de Chevreuse"
"436",200033173,"6-TOTAL",567,"4626","4204.85","153158662","78","CC de la Haute Vallée de Chevreuse"
"437",200033298,"1-ASSO+FOND",63,"480","398.91","11298946","53","CC des Coëvrons"
"438",200033298,"1A-ASSOCIATIONS",63,"480","398.91","11298946","53","CC des Coëvrons"
"439",200033298,"2-COOPERATIVES",10,"56","56.25","2393072","53","CC des Coëvrons"
"440",200033298,"4-ESS",73,"536","455.16","13692018","53","CC des Coëvrons"
"441",200033298,"5-HORS ESS",678,"6276","5887.62","178611357","53","CC des Coëvrons"
"442",200033298,"5A-PUBLIC",82,"1489","1377.87","39943014","53","CC des Coëvrons"
"443",200033298,"5B-PRIVE",596,"4787","4509.75","138668343","53","CC des Coëvrons"
"444",200033298,"6-TOTAL",751,"6812","6342.78","192303375","53","CC des Coëvrons"
"445",200033827,"1-ASSO+FOND",31,"303","254.41","5797696","2B","CC de Fium'Orbu Castellu"
"446",200033827,"1A-ASSOCIATIONS",31,"303","254.41","5797696","2B","CC de Fium'Orbu Castellu"
"447",200033827,"2-COOPERATIVES",3,"s","s","s","2B","CC de Fium'Orbu Castellu"
"448",200033827,"3-MUTUELLES",1,"s","s","s","2B","CC de Fium'Orbu Castellu"
"449",200033827,"4-ESS",35,"318","272.36","6451271","2B","CC de Fium'Orbu Castellu"
"450",200033827,"5-HORS ESS",554,"2609","2415.81","69797844","2B","CC de Fium'Orbu Castellu"
"451",200033827,"5A-PUBLIC",33,"417","385.65","12467675","2B","CC de Fium'Orbu Castellu"
"452",200033827,"5B-PRIVE",521,"2192","2030.16","57330169","2B","CC de Fium'Orbu Castellu"
"453",200033827,"6-TOTAL",589,"2927","2688.17","76249115","2B","CC de Fium'Orbu Castellu"
"454",200033868,"1-ASSO+FOND",27,"151","145.65","3853339","88","CC des Ballons des Hautes-Vosges"
"455",200033868,"1A-ASSOCIATIONS",27,"151","145.65","3853339","88","CC des Ballons des Hautes-Vosges"
"456",200033868,"2-COOPERATIVES",7,"40","38.81","1443051","88","CC des Ballons des Hautes-Vosges"
"457",200033868,"4-ESS",34,"191","184.46","5296390","88","CC des Ballons des Hautes-Vosges"
"458",200033868,"5-HORS ESS",377,"2996","2865.32","84209398","88","CC des Ballons des Hautes-Vosges"
"459",200033868,"5A-PUBLIC",35,"723","644.23","18164731","88","CC des Ballons des Hautes-Vosges"
"460",200033868,"5B-PRIVE",342,"2273","2221.09","66044667","88","CC des Ballons des Hautes-Vosges"
"461",200033868,"6-TOTAL",411,"3187","3049.78","89505788","88","CC des Ballons des Hautes-Vosges"
"462",200034023,"1-ASSO+FOND",78,"976","817.99","22547517","81","CC Tarn-Agout"
"463",200034023,"1A-ASSOCIATIONS",77,"s","s","s","81","CC Tarn-Agout"
"464",200034023,"1B-FONDATIONS",1,"s","s","s","81","CC Tarn-Agout"
"465",200034023,"2-COOPERATIVES",17,"166","159.15","6134805","81","CC Tarn-Agout"
"466",200034023,"3-MUTUELLES",6,"13","11.41","449951","81","CC Tarn-Agout"
"467",200034023,"4-ESS",101,"1155","988.55","29132273","81","CC Tarn-Agout"
"468",200034023,"5-HORS ESS",881,"6936","6369.94","214390241","81","CC Tarn-Agout"
"469",200034023,"5A-PUBLIC",72,"2390","2171.31","70414380","81","CC Tarn-Agout"
"470",200034023,"5B-PRIVE",809,"4546","4198.63","143975861","81","CC Tarn-Agout"
"471",200034023,"6-TOTAL",982,"8091","7358.49","243522514","81","CC Tarn-Agout"
"472",200034031,"1-ASSO+FOND",23,"198","158.83","3719135","81","CC des Monts d'Alban et du Villefranchois"
"473",200034031,"1A-ASSOCIATIONS",23,"198","158.83","3719135","81","CC des Monts d'Alban et du Villefranchois"
"474",200034031,"2-COOPERATIVES",6,"18","18.21","718653","81","CC des Monts d'Alban et du Villefranchois"
"475",200034031,"4-ESS",29,"216","177.04","4437788","81","CC des Monts d'Alban et du Villefranchois"
"476",200034031,"5-HORS ESS",186,"600","513.2","14010274","81","CC des Monts d'Alban et du Villefranchois"
"477",200034031,"5A-PUBLIC",27,"163","137.21","3849681","81","CC des Monts d'Alban et du Villefranchois"
"478",200034031,"5B-PRIVE",159,"437","375.99","10160593","81","CC des Monts d'Alban et du Villefranchois"
"479",200034031,"6-TOTAL",215,"816","690.24","18448062","81","CC des Monts d'Alban et du Villefranchois"
"480",200034049,"1-ASSO+FOND",39,"348","276.6","6285257","81","CC Centre Tarn"
"481",200034049,"1A-ASSOCIATIONS",39,"348","276.6","6285257","81","CC Centre Tarn"
"482",200034049,"2-COOPERATIVES",13,"79","74.04","2397246","81","CC Centre Tarn"
"483",200034049,"4-ESS",52,"427","350.64","8682503","81","CC Centre Tarn"
"484",200034049,"5-HORS ESS",281,"1260","1148.64","32753209","81","CC Centre Tarn"
"485",200034049,"5A-PUBLIC",40,"326","287.98","8104868","81","CC Centre Tarn"
"486",200034049,"5B-PRIVE",241,"934","860.66","24648341","81","CC Centre Tarn"
"487",200034049,"6-TOTAL",333,"1687","1499.28","41435712","81","CC Centre Tarn"
"488",200034056,"1-ASSO+FOND",45,"543","456.73","10719598","81","CC du Lautrécois et du Pays d'Agout"
"489",200034056,"1A-ASSOCIATIONS",45,"543","456.73","10719598","81","CC du Lautrécois et du Pays d'Agout"
"490",200034056,"2-COOPERATIVES",9,"52","48.2","1207995","81","CC du Lautrécois et du Pays d'Agout"
"491",200034056,"4-ESS",54,"595","504.93","11927593","81","CC du Lautrécois et du Pays d'Agout"
"492",200034056,"5-HORS ESS",342,"1315","1176.92","33184405","81","CC du Lautrécois et du Pays d'Agout"
"493",200034056,"5A-PUBLIC",63,"403","352.68","9838403","81","CC du Lautrécois et du Pays d'Agout"
"494",200034056,"5B-PRIVE",279,"912","824.24","23346002","81","CC du Lautrécois et du Pays d'Agout"
"495",200034056,"6-TOTAL",396,"1910","1681.85","45111998","81","CC du Lautrécois et du Pays d'Agout"
