"ESS","famille","typo_C","typo_C_det","taille_etab","IDF","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d adultes handicapes ou pers. agees","3 - Moyennes entreprises","IDF","7","5","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d adultes handicapes ou pers. agees","4 - Grandes entreprises","Hors IDF","1","0","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d adultes handicapes ou pers. agees","4 - Grandes entreprises","IDF","1","1","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants et d adolescents","1 - Micro entreprise","Hors IDF","344","145","1391","1403","43271857"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants et d adolescents","1 - Micro entreprise","IDF","87","26","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants et d adolescents","2 - Petites entreprises","Hors IDF","417","114","8472","7423","234910537"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants et d adolescents","2 - Petites entreprises","IDF","93","12","1797","1566","53006109"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants et d adolescents","3 - Moyennes entreprises","Hors IDF","58","21","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants et d adolescents","3 - Moyennes entreprises","IDF","15","2","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants et d adolescents","4 - Grandes entreprises","Hors IDF","1","0","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants et d adolescents","4 - Grandes entreprises","IDF","6","2","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants handicapes","1 - Micro entreprise","Hors IDF","311","40","1431","1210","40279107"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants handicapes","1 - Micro entreprise","IDF","62","15","227","278","9134927"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants handicapes","2 - Petites entreprises","Hors IDF","580","73","11937","9165","314837904"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants handicapes","2 - Petites entreprises","IDF","160","27","3713","2799","93473096"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants handicapes","3 - Moyennes entreprises","Hors IDF","102","31","7002","6030","189699980"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil d enfants handicapes","3 - Moyennes entreprises","IDF","30","15","2086","1763","56541053"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","Hors IDF","4608","2846","19039","16860","376364746"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","IDF","1244","573","5386","5148","123889234"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","Hors IDF","2353","1357","35741","30484","735769905"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","IDF","1032","293","18379","16581","424062494"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","Hors IDF","183","124","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","IDF","60","39","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","4 - Grandes entreprises","Hors IDF","12","0","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","4 - Grandes entreprises","IDF","5","1","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Action sociale NCA","1 - Micro entreprise","Hors IDF","6302","4412","16977","16149","465865400"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Action sociale NCA","1 - Micro entreprise","IDF","1129","805","3229","3152","105618325"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Action sociale NCA","2 - Petites entreprises","Hors IDF","3588","2306","70346","58716","1608015713"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Action sociale NCA","2 - Petites entreprises","IDF","753","449","14625","12857","410843553"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Action sociale NCA","3 - Moyennes entreprises","Hors IDF","966","725","80661","68611","1770288297"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Action sociale NCA","3 - Moyennes entreprises","IDF","203","135","17685","15870","483928592"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Action sociale NCA","4 - Grandes entreprises","Hors IDF","95","59","42866","37850","1074440145"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Action sociale NCA","4 - Grandes entreprises","IDF","27","16","8645","8018","284436448"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites de services financiers et d assurances","1 - Micro entreprise","Hors IDF","28355","23244","53984","48884","1636444341"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites de services financiers et d assurances","1 - Micro entreprise","IDF","5845","4889","11947","11388","699809614"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites de services financiers et d assurances","2 - Petites entreprises","Hors IDF","1273","756","22346","20136","902802134"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites de services financiers et d assurances","2 - Petites entreprises","IDF","665","518","13438","12290","1113338864"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites de services financiers et d assurances","3 - Moyennes entreprises","Hors IDF","177","73","15242","14095","569464437"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites de services financiers et d assurances","3 - Moyennes entreprises","IDF","149","95","16779","16149","1493084149"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites de services financiers et d assurances","4 - Grandes entreprises","Hors IDF","27","11","11475","10893","463751188"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites de services financiers et d assurances","4 - Grandes entreprises","IDF","36","17","20380","20315","1582077432"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites des services financiers hors assurance et caisses","1 - Micro entreprise","Hors IDF","38777","22351","113339","112500","5659635142"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites des services financiers hors assurance et caisses","1 - Micro entreprise","IDF","10487","6929","30095","30770","2122850392"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites des services financiers hors assurance et caisses","2 - Petites entreprises","Hors IDF","5116","1483","85007","81575","4148603073"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites des services financiers hors assurance et caisses","2 - Petites entreprises","IDF","1662","627","29777","28743","1958602232"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites des services financiers hors assurance et caisses","3 - Moyennes entreprises","Hors IDF","456","82","46471","45170","2317196938"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites des services financiers hors assurance et caisses","3 - Moyennes entreprises","IDF","257","108","26161","25425","2116638121"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites des services financiers hors assurance et caisses","4 - Grandes entreprises","Hors IDF","135","45","68911","66817","3364102788"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Activites des services financiers hors assurance et caisses","4 - Grandes entreprises","IDF","144","37","115144","110767","8836148892"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","Hors IDF","2119","1655","5257","7456","170575771"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","IDF","410","335","847","1037","25237954"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","Hors IDF","4193","3251","89183","63794","1411515774"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","IDF","537","420","11419","8637","200209893"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","Hors IDF","1188","852","89347","66891","1475785760"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","IDF","160","122","10687","8178","183039345"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","4 - Grandes entreprises","Hors IDF","80","64","38075","29551","655714293"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","4 - Grandes entreprises","IDF","5","5","1851","1475","36361716"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","Hors IDF","248","82","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","IDF","51","25","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","Hors IDF","624","161","15847","14380","329395123"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","IDF","81","20","1897","1659","47069243"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","Hors IDF","1008","184","107110","93038","1542438067"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","IDF","168","28","18034","15887","265146728"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","4 - Grandes entreprises","Hors IDF","57","12","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","4 - Grandes entreprises","IDF","2","1","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Arts du spectacle vivant et soutien au spectacle vivant","1 - Micro entreprise","Hors IDF","16482","15367","s","16684","589757380"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Arts du spectacle vivant et soutien au spectacle vivant","1 - Micro entreprise","IDF","6239","5886","s","7347","297203443"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Arts du spectacle vivant et soutien au spectacle vivant","2 - Petites entreprises","Hors IDF","741","667","9747","9921","366365452"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Arts du spectacle vivant et soutien au spectacle vivant","2 - Petites entreprises","IDF","431","388","6732","7134","320866556"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Arts du spectacle vivant et soutien au spectacle vivant","3 - Moyennes entreprises","Hors IDF","59","53","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Arts du spectacle vivant et soutien au spectacle vivant","3 - Moyennes entreprises","IDF","78","70","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Arts du spectacle vivant et soutien au spectacle vivant","4 - Grandes entreprises","Hors IDF","3","3","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Arts du spectacle vivant et soutien au spectacle vivant","4 - Grandes entreprises","IDF","6","4","s","s","s"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Assurances","1 - Micro entreprise","Hors IDF","4666","348","14847","14684","692328655"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Assurances","1 - Micro entreprise","IDF","674","149","2310","2334","139398838"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Assurances","2 - Petites entreprises","Hors IDF","894","121","17471","16263","770751946"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Assurances","2 - Petites entreprises","IDF","182","62","3790","3513","212313739"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Assurances","3 - Moyennes entreprises","Hors IDF","332","62","36910","34734","1563001838"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Assurances","3 - Moyennes entreprises","IDF","129","75","14444","13848","861349740"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Assurances","4 - Grandes entreprises","Hors IDF","66","24","34550","32703","1620835428"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Assurances","4 - Grandes entreprises","IDF","60","26","44706","43341","2814259997"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","Hors IDF","3374","2899","5491","4697","143127586"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","IDF","1145","1033","1931","1855","64643995"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","Hors IDF","711","505","10779","8563","280317903"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","IDF","305","249","4668","3610","134243518"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","Hors IDF","164","108","13751","11441","383889653"
"ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","IDF","67","49","4398","3637","149254716"
