"REG","ESS_simp","typo_B","typo_B_det","sexe","CSP","nb_poste"
"France entière","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Ensemble","89917"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","49413"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Employes","771875"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Ouvriers et Non codes","98242"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Professions intermediaires","295067"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","23497"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Employes","86200"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Ouvriers et Non codes","128433"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Professions intermediaires","94071"
"France entière","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","167830"
"France entière","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Employes","164683"
"France entière","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ouvriers et Non codes","2827"
"France entière","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Professions intermediaires","170246"
"France entière","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","201911"
"France entière","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Employes","51944"
"France entière","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ouvriers et Non codes","4064"
"France entière","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Professions intermediaires","85924"
"France entière","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","3628"
"France entière","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Employes","11605"
"France entière","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ouvriers et Non codes","48578"
"France entière","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Professions intermediaires","4727"
"France entière","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","8420"
"France entière","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Employes","2813"
"France entière","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ouvriers et Non codes","148769"
"France entière","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Professions intermediaires","11113"
"France entière","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","17923"
"France entière","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Employes","23103"
"France entière","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Ouvriers et Non codes","3952"
"France entière","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Professions intermediaires","12908"
"France entière","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","20745"
"France entière","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Employes","16705"
"France entière","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Ouvriers et Non codes","8398"
"France entière","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Professions intermediaires","11385"
"France entière","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","175303"
"France entière","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Femmes","Employes","989113"
"France entière","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Femmes","Ouvriers et Non codes","69126"
"France entière","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Femmes","Professions intermediaires","250978"
"France entière","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","294486"
"France entière","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Hommes","Employes","508378"
"France entière","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Hommes","Ouvriers et Non codes","516459"
"France entière","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Hommes","Professions intermediaires","287627"
"France entière","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","347575"
"France entière","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Employes","136319"
"France entière","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Ouvriers et Non codes","20941"
"France entière","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Professions intermediaires","639258"
"France entière","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","272637"
"France entière","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Employes","36822"
"France entière","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Ouvriers et Non codes","15227"
"France entière","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Professions intermediaires","231999"
"France entière","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","23391"
"France entière","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Employes","363366"
"France entière","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Ouvriers et Non codes","32896"
"France entière","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Professions intermediaires","36436"
"France entière","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","41014"
"France entière","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Employes","315701"
"France entière","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Ouvriers et Non codes","122097"
"France entière","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Professions intermediaires","48366"
"France entière","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","194100"
"France entière","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Employes","318786"
"France entière","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ouvriers et Non codes","331865"
"France entière","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Professions intermediaires","212557"
"France entière","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","586724"
"France entière","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Employes","90534"
"France entière","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ouvriers et Non codes","2087321"
"France entière","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Professions intermediaires","664231"
"France entière","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","17779"
"France entière","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Femmes","Employes","46971"
"France entière","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Femmes","Ouvriers et Non codes","5997"
"France entière","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Femmes","Professions intermediaires","40968"
"France entière","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","12194"
"France entière","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Employes","14251"
"France entière","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Ouvriers et Non codes","11776"
"France entière","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Professions intermediaires","19813"
"France entière","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","141385"
"France entière","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Employes","550956"
"France entière","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Ouvriers et Non codes","31067"
"France entière","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Professions intermediaires","514854"
"France entière","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","106363"
"France entière","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Employes","107531"
"France entière","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Ouvriers et Non codes","56553"
"France entière","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Professions intermediaires","95109"
"France entière","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","458893"
"France entière","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Femmes","Employes","1126914"
"France entière","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Femmes","Ouvriers et Non codes","372913"
"France entière","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Femmes","Professions intermediaires","521536"
"France entière","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","701128"
"France entière","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Hommes","Employes","551563"
"France entière","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Hommes","Ouvriers et Non codes","1069285"
"France entière","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Hommes","Professions intermediaires","446760"
"France entière","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","326473"
"France entière","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Employes","479563"
"France entière","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ouvriers et Non codes","278984"
"France entière","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Professions intermediaires","230187"
"France entière","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","483970"
"France entière","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Employes","306099"
"France entière","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ouvriers et Non codes","347917"
"France entière","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Professions intermediaires","228670"
"France entière","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","5690"
"France entière","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Employes","25264"
"France entière","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Ouvriers et Non codes","4839"
"France entière","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Professions intermediaires","29378"
"France entière","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","8438"
"France entière","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Employes","19548"
"France entière","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Ouvriers et Non codes","11474"
"France entière","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Professions intermediaires","50457"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Ensemble","94102"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Ensemble","246543"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Ensemble","Ensemble","162368"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Ensemble","Ensemble","316095"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Ensemble","Ensemble","727690"
"France entière","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","Ensemble","Ensemble","122711"
"France entière","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","1449731"
"France entière","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Formation d adulte","Ensemble","Ensemble","128336"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","2362"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Employes","56368"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Ouvriers et Non codes","4443"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Professions intermediaires","30929"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","3734"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Employes","231298"
"France entière","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Ouvriers et Non codes","2264"
