"DEP","typo_Coop","typo_Coop_det","type_emploi","nb_poste"
"92","Ensemble","Ensemble","Stagiaires","10"
"93","Ensemble","Ensemble","Aides","70"
"93","Ensemble","Ensemble","Apprentis","105"
"93","Ensemble","Ensemble","Ordinaires","1744"
"93","Ensemble","Ensemble","Stagiaires","10"
"94","Ensemble","Ensemble","Aides","108"
"94","Ensemble","Ensemble","Apprentis","70"
"94","Ensemble","Ensemble","Ordinaires","3266"
"94","Ensemble","Ensemble","Stagiaires","7"
"95","Ensemble","Ensemble","Aides","37"
"95","Ensemble","Ensemble","Apprentis","s"
"95","Ensemble","Ensemble","Ordinaires","1440"
"95","Ensemble","Ensemble","Stagiaires","s"
"971","Ensemble","Ensemble","Aides","s"
"971","Ensemble","Ensemble","Apprentis","s"
"971","Ensemble","Ensemble","Ordinaires","1008"
"972","Ensemble","Ensemble","Aides","s"
"972","Ensemble","Ensemble","Apprentis","s"
"972","Ensemble","Ensemble","Ordinaires","1054"
"973","Ensemble","Ensemble","Apprentis","s"
"973","Ensemble","Ensemble","Ordinaires","s"
"974","Ensemble","Ensemble","Aides","67"
"974","Ensemble","Ensemble","Apprentis","s"
"974","Ensemble","Ensemble","Ordinaires","2962"
"974","Ensemble","Ensemble","Stagiaires","s"
"1","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1065"
"2","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","743"
"3","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","727"
"4","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","428"
"5","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","372"
"6","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","3020"
"7","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","687"
"8","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","488"
"9","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","276"
"10","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","821"
"11","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","670"
"12","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","930"
"13","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"13","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"14","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"14","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"15","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","466"
"16","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1101"
"17","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2041"
"18","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","824"
"19","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"19","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"21","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2248"
"22","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2146"
"23","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","245"
"24","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","991"
"25","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2007"
"26","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"26","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"27","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1013"
"28","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1204"
"29","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"29","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","4822"
"2A","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","413"
"2B","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","235"
"30","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1659"
"31","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"31","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"32","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","554"
"33","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"33","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"34","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2731"
"35","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"35","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"36","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"36","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"37","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"37","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2131"
"37","Ensemble","Assurances","Ensemble","s"
"38","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","3106"
"39","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","654"
"40","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1096"
"41","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"41","Ensemble","Assurances","Ensemble","s"
"42","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2273"
"43","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","634"
"44","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"44","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"45","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"45","Ensemble","Assurances","Ensemble","s"
"46","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","664"
"47","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","869"
"48","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","187"
"49","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"49","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"50","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1183"
"51","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"51","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"52","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","308"
"53","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1274"
"54","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1488"
"55","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","402"
"56","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"56","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"57","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"57","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"58","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","632"
"59","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"59","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"60","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"60","Ensemble","Assurances","Ensemble","s"
"61","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","677"
"62","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2635"
"63","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2278"
"64","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1714"
"65","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","577"
"66","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1625"
"67","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"67","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"68","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2131"
"69","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"69","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"70","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","502"
"71","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1122"
"72","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1444"
"73","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1387"
"74","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2404"
"75","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"75","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"76","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"76","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"77","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2292"
"78","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1645"
"79","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","937"
"80","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"80","Ensemble","Assurances","Ensemble","s"
"81","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1162"
"82","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","685"
"83","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"83","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"84","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1130"
"85","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","2279"
"86","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1249"
"87","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1271"
"88","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","841"
"89","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"89","Ensemble","Assurances","Ensemble","s"
"90","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","337"
"91","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1079"
"92","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"92","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"93","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","664"
"94","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"94","Ensemble","Assurances","Ensemble","s"
"95","Ensemble","Activites de services financiers et d assurances","Ensemble","s"
"95","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"971","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","923"
"972","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","965"
"973","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","s"
"974","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","1494"
"1","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"1","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"1","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","1011"
"1","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"2","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"2","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"2","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","724"
"2","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"3","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"3","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"3","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","710"
"3","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"4","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"4","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"4","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","416"
"5","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"5","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"5","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","361"
"5","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"6","Ensemble","Activites des services financiers hors assurance et caisses","Aides","58"
"6","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"6","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","2902"
"6","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"7","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"7","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"7","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","665"
"7","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"8","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"8","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"8","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","s"
"8","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"9","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"9","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"9","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","267"
"10","Ensemble","Activites des services financiers hors assurance et caisses","Aides","24"
"10","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"10","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","778"
"10","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"11","Ensemble","Activites des services financiers hors assurance et caisses","Aides","7"
"11","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","16"
"11","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","647"
"12","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"12","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"12","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","901"
"12","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"13","Ensemble","Activites de services financiers et d assurances","Aides","s"
"13","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"13","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"13","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"13","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","s"
"13","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"14","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"14","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"14","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"14","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","s"
"14","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"15","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"15","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"15","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","457"
"15","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"16","Ensemble","Activites des services financiers hors assurance et caisses","Aides","26"
"16","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"16","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","1068"
"16","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
"17","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"17","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"17","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","1969"
"17","Ensemble","Activites des services financiers hors assurance et caisses","Stagiaires","s"
