"ESS","famille","typo_C","typo_C_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"ESS + Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3 - Moyennes entreprises","7908","4719","698858","628866","26077563604"
"ESS + Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4 - Grandes entreprises","1474","698","689738","617989","28429164282"
"ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","1 - Micro entreprise","44713","41709","60698","54770","1411018050"
"ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","2 - Petites entreprises","3784","3170","50532","42809","1292511902"
"ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","3 - Moyennes entreprises","323","272","20319","17344","1384390221"
"ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","4 - Grandes entreprises","22","15","23654","22364","838416712"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Toutes entreprises","1075","198","14690","12557","365125418"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Toutes entreprises","1021","322","21610","19345","622222957"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Toutes entreprises","1245","201","26396","21247","703966067"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Toutes entreprises","9497","5233","94162","82258","2007234789"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Action sociale NCA","Toutes entreprises","13063","8907","255034","221225","6203436473"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","Toutes entreprises","8692","6704","246666","187020","4158440506"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","Toutes entreprises","2239","513","162442","142371","2485180228"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","Toutes entreprises","17308","6738","728337","650252","18471806498"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Toutes entreprises","36527","29603","165591","154150","8460772159"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Toutes entreprises","57034","31662","514905","501768","30523777578"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Toutes entreprises","7003","867","169028","161420","8674240181"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","Toutes entreprises","24039","22438","46461","54903","2237826424"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Création artistique","Toutes entreprises","1491","1424","2231","2065","70670307"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Gestion des spectacles","Toutes entreprises","1151","958","11331","10521","361013310"
"ESS + Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","Toutes entreprises","104307","81070","2524492","2448391","106172390491"
"ESS + Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","Toutes entreprises","243576","223731","1389429","1345893","44491001839"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","Toutes entreprises","5859","4903","100142","74127","2219744850"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement culturel","Toutes entreprises","3116","2926","10987","7327","234621722"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","Toutes entreprises","5364","5093","11665","10839","362345304"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Toutes entreprises","65118","16698","1450175","1336389","49021297213"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adultes","Toutes entreprises","21598","16433","129450","113864","3835669702"
"ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Loisirs","Toutes entreprises","9847","8782","53721","52401","1472092659"
"ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Sports","Toutes entreprises","38995","36384","101482","84886","3454244226"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","1 - Micro entreprise","662","124","s","s","s"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2 - Petites entreprises","361","57","6251","5133","152765182"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3 - Moyennes entreprises","50","16","s","s","s"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","4 - Grandes entreprises","2","1","s","s","s"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1 - Micro entreprise","431","171","s","s","s"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","2 - Petites entreprises","510","126","10269","8989","287916646"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3 - Moyennes entreprises","73","23","6103","5302","163943587"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","4 - Grandes entreprises","7","2","s","s","s"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d enfants handicapes","1 - Micro entreprise","373","55","1658","1489","49414034"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d enfants handicapes","2 - Petites entreprises","740","100","15650","11965","408311000"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d enfants handicapes","3 - Moyennes entreprises","132","46","9088","7794","246241033"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","5852","3419","24425","22008","500253980"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","3385","1650","54120","47065","1159832399"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","243","163","s","s","s"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4 - Grandes entreprises","17","1","s","s","s"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Action sociale NCA","1 - Micro entreprise","7431","5217","20206","19302","571483725"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Action sociale NCA","2 - Petites entreprises","4341","2755","84971","71574","2018859266"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Action sociale NCA","3 - Moyennes entreprises","1169","860","98346","84482","2254216889"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Action sociale NCA","4 - Grandes entreprises","122","75","51511","45868","1358876593"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","2529","1990","6104","8494","195813725"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","4730","3671","100602","72432","1611725667"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","1348","974","100034","75069","1658825105"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","85","69","39926","31026","692076009"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","299","107","1001","1308","33794997"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","705","181","17744","16039","376464366"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","1176","212","125144","108926","1807584795"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","4 - Grandes entreprises","59","13","18553","16098","267336070"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","3492","1200","13588","14377","423935737"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","6975","2195","186933","164546","4701867230"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","6758","3291","493998","440286","12417444536"
"ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","83","52","33818","31042","928558995"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1 - Micro entreprise","34200","28133","65931","60272","2336253955"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2 - Petites entreprises","1938","1274","35784","32426","2016140998"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3 - Moyennes entreprises","326","168","32021","30244","2062548586"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4 - Grandes entreprises","63","28","31855","31208","2045828620"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","1 - Micro entreprise","49264","29280","143434","143269","7782485534"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","2 - Petites entreprises","6778","2110","114784","110318","6107205305"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","3 - Moyennes entreprises","713","190","72632","70596","4433835059"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","4 - Grandes entreprises","279","82","184055","177585","12200251680"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","1 - Micro entreprise","5340","497","17157","17017","831727493"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","2 - Petites entreprises","1076","183","21261","19776","983065685"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","3 - Moyennes entreprises","461","137","51354","48583","2424351578"
"ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","4 - Grandes entreprises","126","50","79256","76044","4435095425"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","1 - Micro entreprise","22721","21253","16669","24031","886960823"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","2 - Petites entreprises","1172","1055","16479","17055","687232008"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","3 - Moyennes entreprises","137","123","9010","9246","435439069"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","4 - Grandes entreprises","9","7","4303","4571","228194524"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Création artistique","1 - Micro entreprise","1450","1387","s","s","s"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Création artistique","2 - Petites entreprises","37","33","s","s","18011666"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Création artistique","3 - Moyennes entreprises","3","3","s","s","s"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Création artistique","4 - Grandes entreprises","1","1","s","s","s"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Gestion des spectacles","1 - Micro entreprise","737","602","s","s","s"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Gestion des spectacles","2 - Petites entreprises","366","313","5605","5210","171189383"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Gestion des spectacles","3 - Moyennes entreprises","45","41","s","s","s"
"ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Gestion des spectacles","4 - Grandes entreprises","3","2","s","s","s"
"ESS + Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","1 - Micro entreprise","67465","54856","198226","204755","6823065559"
"ESS + Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","2 - Petites entreprises","27297","20211","581744","553905","20134360869"
"ESS + Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","3 - Moyennes entreprises","8031","5172","817437","788682","32332909252"
"ESS + Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","4 - Grandes entreprises","1514","831","927085","901050","46882054811"
"ESS + Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","1 - Micro entreprise","211095","197721","486772","484239","13478029493"
"ESS + Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","2 - Petites entreprises","29047","24160","539071","508299","16845024975"
"ESS + Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","3 - Moyennes entreprises","3261","1761","287617","279431","10687460696"
"ESS + Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","4 - Grandes entreprises","173","89","75969","73924","3480486675"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","1 - Micro entreprise","4519","3932","7422","6552","207771581"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","2 - Petites entreprises","1016","754","15447","12173","414561421"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","3 - Moyennes entreprises","231","157","18149","15078","533144369"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","4 - Grandes entreprises","93","60","59124","40325","1064267479"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement culturel","1 - Micro entreprise","2552","2412","2741","1854","54138913"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement culturel","2 - Petites entreprises","518","488","s","s","92934971"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement culturel","3 - Moyennes entreprises","42","26","s","s","70121657"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement culturel","4 - Grandes entreprises","4","0","639","454","17426181"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","1 - Micro entreprise","5128","4888","6433","6252","151578681"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","2 - Petites entreprises","202","174","s","s","111928775"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","3 - Moyennes entreprises","34","31","s","s","98837848"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","36323","3624","161024","154482","5361533219"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","20522","6127","402601","367150","12743994556"
"ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","7815","6636","656867","605959","23158272367"
